id,length,width,sheetsPerBox,origin,itemNameDescriptionId,thicknessId,thickness,ItemName
272,366,214,11,RIDER,53,,12,اخضر فاتح
2529,,,,,53,,5,اخضر فاتح
5174,,,,,53,,5.3,اخضر فاتح
5173,,,,,54,,5.3,اخضر غامق
5169,330,214,,Globalstar,56,,5.3,اخضر غامق
5170,330,214,29,Globalstar,56,,5.3,عاكس اخضر غامق
2528,,,,,56,,5.5,اخضر غامق
3386,165,214,,RIDER,56,,5.5,اخضر غامق
3387,165,214,32,RIDER,57,,5.5,اخضر غامق
4882,321,214,,SISECAM,57,,5.5,اخضر غامق
4361,321,214,,SISECAM,57,,5.5,اخضر غامق
4926,321,214,27,SISECAM,57,,5.5,اخضر
4362,321,214,27,SISECAM,57,,5.5,اخضر غامق
3221,330,214,,Zhongbo,57,,5.5,اخضر
1497,330,214,,RIDER,57,,5.5,اخضر غامق
3277,330,214,,Qingdao Shining,57,,5.5,اخضر غامق
1496,330,214,,Golden Falcon,57,,5.5,اخضر غامق
273,330,214,27,Golden Falcon,57,,5.5,اخضر غامق
275,330,214,28,RIDER,57,,5.5,اخضر غامق
3181,330,214,28,Zhongbo,57,,5.5,اخضر غامق
274,330,214,29,Golden Falcon,57,,5.5,اخضر غامق
3276,330,214,29,Qingdao Shining,57,,5.5,اخضر غامق
3403,330,214,29,RIDER,57,,5.5,اخضر غامق
3183,330,214,32,RIDER,57,,5.5,اخضر غامق
4883,321,225,,SISECAM,57,,5.5,اخضر غامق
4425,321,225,,SISECAM,57,,5.5,اخضر غامق
4426,321,225,20,SISECAM,57,,5.5,اخضر
4969,321,225,20,SISECAM,57,,5.5,اخضر غامق
4424,321,225,21,SISECAM,57,,5.5,اخضر غامق
1499,330,225,,RIDER,57,,5.5,اخضر
1498,330,225,,Golden Falcon,57,,5.5,اخضر غامق
3222,330,225,,Zhongbo,57,,5.5,اخضر غامق
276,330,225,26,Golden Falcon,57,,5.5,اخضر غامق
277,330,225,28,RIDER,57,,5.5,اخضر غامق
3182,330,225,28,Zhongbo,57,,5.5,اخضر غامق
4873,,,,Transition,57,,5.5,اخضر غامق
2531,,,,,57,,5.5,اخضر غامق
4874,321,214,,Sphinx Transition,58,,5.5,ازرق فاتح
4875,321,214,22,Sphinx Transition,59,,5.5,ازرق فاتح
1500,330,214,,Golden Falcon,59,,5.5,ازرق فاتح
278,330,214,27,Golden Falcon,59,,5.5,ازرق فاتح
4520,330,214,29,Golden Falcon,59,,5.5,ازرق فاتح
1501,321,215,,SISECAM,59,,5.5,ازرق فاتح
279,321,215,24,SISECAM,59,,5.5,ازرق فاتح
1502,321,225,,SISECAM,59,,5.5,ازرق فاتح
4876,321,225,,Sphinx Transition,59,,5.5,ازرق فاتح
4877,321,225,21,Sphinx Transition,59,,5.5,ازرق فاتح
3419,321,225,22,SISECAM,59,,5.5,ازرق فاتح
3345,321,225,23,SISECAM,59,,5.5,ازرق فاتح
3460,321,225,24,SISECAM,59,,5.5,ازرق فاتح
4671,330,225,,Golden Falcon,59,,5.5,ازرق فاتح
4672,330,225,28,Golden Falcon,59,,5.5,ازرق فاتح
2530,,,,,59,,6,ازرق فاتح
3501,321,225,,SISECAM,59,,6,ازرق فاتح
280,321,225,22,SISECAM,60,,6,ازرق فاتح
2532,,,,,60,,8,ازرق فاتح
1503,321,225,,SISECAM,60,,8,ازرق فاتح
281,321,225,16,SISECAM,61,,8,ازرق فاتح
5234,366,244,,SAINT GOBAIN,61,,8,ازرق فاتح
5235,366,244,15,SAINT GOBAIN,61,,8,ازرق فاتح
3496,321,250,,SISECAM,61,,8,ازرق فاتح
3495,321,250,14,SISECAM,61,,8,ازرق فاتح
1504,321,255,,SISECAM,61,,8,ازرق فاتح
282,321,255,14,SISECAM,61,,8,ازرق فاتح
2533,,,,,61,,10,ازرق فاتح
4540,330,214,,Shadong Fluent Glass,61,,10,ازرق فاتح
4541,330,214,15,Shadong Fluent Glass,62,,10,ازرق فاتح
5251,366,214,,RIDER,62,,10,ازرق فاتح
5252,366,214,14,RIDER,62,,10,ازرق فاتح
1505,366,225,,Jinjing,62,,10,ازرق فاتح
283,366,225,14,Jinjing,62,,10,ازرق فاتح
5249,366,244,,RIDER,62,,10,ازرق فاتح
5250,366,244,12,RIDER,62,,10,ازرق فاتح
2534,,,,,62,,5,ازرق فاتح
4365,330,214,,RS Nigeria,62,,5,ازرق فاتح
4366,330,214,30,RS Nigeria,64,,5,ازرق غامق
4427,,,,,64,,5.3,ازرق غامق
4371,330,214,,RS Nigeria,64,,5.3,ازرق غامق
5167,330,214,,Blue Star,66,,5.3,ازرق غامق
5168,330,214,28,Blue Star,66,,5.3,ازرق غامق
4372,330,214,29,RS Nigeria,66,,5.3,ازرق غامق
2535,,,,,66,,5.5,ازرق غامق
3390,165,214,,RIDER,66,,5.5,ازرق غامق
3391,165,214,32,RIDER,67,,5.5,ازرق غامق
1508,330,214,,Golden Falcon,67,,5.5,ازرق غامق
1507,330,214,,RIDER,67,,5.5,ازرق غامق
284,330,214,27,Golden Falcon,67,,5.5,ازرق غامق
286,330,214,28,Golden Falcon,67,,5.5,ازرق غامق
285,330,214,28,RIDER,67,,5.5,ازرق غامق
3517,330,214,29,Golden Falcon,67,,5.5,ازرق غامق
3641,330,214,29,RIDER,67,,5.5,ازرق غامق
4428,,,,,67,,6,ازرق غامق
4373,330,214,,RS Nigeria,67,,6,ازرق غامق
4374,330,214,25,RS Nigeria,68,,6,ازرق غامق
2537,,,,,68,,6,ازرق غامق
2538,,,,,68,,6,ازرق غامق
1509,321,214,,RIDER,70,,6,ايفير غرين
287,321,214,25,RIDER,70,,6,بلو غرين
1559,330,214,,,70,,6,بلو غرين
337,330,214,25,,70,,6,بلو غرين
2542,,,,,70,,5.5,بلو غرين
1563,321,214,,Sphinx,70,,5.5,بلو غرين
341,321,214,24,Sphinx,71,,5.5,اسود غامق
1564,330,214,,Zhongbo,71,,5.5,اسود غامق
342,330,214,28,Zhongbo,71,,5.5,اسود غامق
2536,,,,,71,,6,اسود غامق
1510,330,225,,CHINA,71,,6,اسود غامق
288,330,225,25,CHINA,72,,6,زهر
2665,,,,,72,,5.5,زهر
1553,225,160,,Sphinx,72,,5.5,زهر
331,225,160,43,Sphinx,73,,5.5,عاكس ابيض
1554,321,215,,SISECAM,73,,5.5,عاكس ابيض
332,321,215,24,SISECAM,73,,5.5,عاكس ابيض
2981,321,225,,Sphinx,73,,5.5,عاكس ابيض
1555,321,225,,SISECAM,73,,5.5,عاكس ابيض
2980,321,225,21,Sphinx,73,,5.5,عاكس ابيض
333,321,225,23,SISECAM,73,,5.5,عاكس ابيض
4967,,,,,73,,6,عاكس ابيض
2902,321,225,,SISECAM,73,,6,عاكس ابيض
4932,321,225,,Sphinx,74,,6,عاكس ابيض
4933,321,225,19,Sphinx,74,,6,عاكس ابيض
2896,321,225,22,SISECAM,74,,6,عاكس ابيض
5094,321,255,,SISECAM,74,,6,عاكس ابيض
5095,321,255,19,SISECAM,74,,6,عاكس ابيض
2667,,,,,74,,8,عاكس ابيض
1556,321,225,,SISECAM,74,,8,عاكس ابيض
4792,321,225,,Saint Gobain,75,,8,عاكس ابيض
334,321,225,16,SISECAM,75,,8,عاكس ابيض
4793,321,225,19,Saint Gobain,75,,8,عاكس ابيض
4794,321,244,,Saint Gobain,75,,8,عاكس ابيض
4795,321,244,18,Saint Gobain,75,,8,عاكس ابيض
1557,330,244,,Sphinx,75,,8,عاكس ابيض
335,330,244,13,Sphinx,75,,8,عاكس ابيض
5096,321,255,,SISECAM,75,,8,عاكس ابيض
5097,321,255,14,SISECAM,75,,8,عاكس ابيض
5065,,,,,75,,4,عاكس ابيض
5066,330,214,,Globalstar,75,,4,عاكس ابيض
5067,330,214,39,Globalstar,76,,4,عاكس اسود
5064,,,,,76,,5.3,عاكس اسود
5062,330,214,,Globalstar,76,,5.3,عاكس اسود
5063,330,214,29,Globalstar,77,,5.3,عاكس اسود
2669,,,,,77,,5.5,عاكس اسود
2994,244,183,,Sphinx,77,,5.5,عاكس اسود
2995,244,183,35,Sphinx,78,,5.5,عاكس اسود
1558,321,214,,Sphinx,78,,5.5,عاكس اسود
336,321,214,22,Sphinx,78,,5.5,عاكس اسود
5218,330,214,,Corpotrade - Blue Star,78,,5.5,عاكس اسود
5219,330,214,28,Corpotrade - Blue Star,78,,5.5,عاكس اسود
1718,321,215,,SISECAM,78,,5.5,عاكس اسود
496,321,215,23,SISECAM,78,,5.5,عاكس اسود
1719,321,225,,Sphinx,78,,5.5,عاكس اسود
1720,321,225,,SISECAM,78,,5.5,عاكس اسود
2993,321,225,20,Sphinx,78,,5.5,عاكس اسود
497,321,225,21,Sphinx,78,,5.5,عاكس اسود
498,321,225,23,SISECAM,78,,5.5,عاكس اسود
4910,321,225,24,SISECAM,78,,5.5,عاكس اسود
1721,321,245,,SISECAM,78,,5.5,عاكس اسود
499,321,245,21,SISECAM,78,,5.5,عاكس اسود
4977,,,,SISECAM,78,,6,عاكس اسود
4500,321,214,,SISECAM,78,,6,عاكس اسود
4501,321,214,25,SISECAM,79,,6,عاكس اسود
3739,321,225,,SISECAM,79,,6,عاكس اسود
3738,321,225,22,SISECAM,79,,6,عاكس اسود
2670,,,,,79,,8,عاكس اسود
1722,321,225,,SISECAM,79,,8,عاكس اسود
500,321,225,16,SISECAM,80,,8,عاكس اسود
2903,330,225,,CHINA,80,,8,عاكس اسود
3605,321,255,,SISECAM,80,,8,عاكس اسود
3606,321,255,14,SISECAM,80,,8,عاكس اسود
2671,,,,,80,,10,عاكس اسود
1723,321,225,,SISECAM,80,,10,عاكس اسود
501,321,225,13,SISECAM,81,,10,عاكس اسود
3730,321,255,,SISECAM,81,,10,عاكس اسود
3731,321,255,11,SISECAM,81,,10,عاكس اسود
5071,,,,,81,,4,عاكس اسود
2672,,,,,81,,4,عاكس اسود
1724,225,161,,Sphinx,83,,4,عاكس برونز
502,225,161,59,Sphinx,83,,4,عاكس برونز
5072,330,214,,REXI,83,,4,عاكس برونز
5073,330,214,38,REXI,83,,4,عاكس برونز
3715,,,,,83,,5,عاكس برونز
4454,330,214,,RS Nigeria,83,,5,عاكس برونز
4455,330,214,30,RS Nigeria,85,,5,عاكس برونز
5068,,,,,85,,5.3,عاكس برونز
5069,330,214,,REXI,85,,5.3,عاكس برونز
5070,330,214,29,REXI,86,,5.3,عاكس برونز
2677,,,,,86,,5.5,عاكس برونز
1725,244,183,,Sphinx,86,,5.5,عاكس برونز
503,244,183,35,Sphinx,87,,5.5,عاكس برونز
1726,321,200,,Sphinx,87,,5.5,عاكس برونز
504,321,200,24,Sphinx,87,,5.5,عاكس برونز
3367,165,214,,RIDER,87,,5.5,عاكس برونز
3373,165,214,45,RIDER,87,,5.5,عاكس برونز
3371,165,214,46,RIDER,87,,5.5,عاكس برونز
1727,321,214,,Sphinx,87,,5.5,عاكس برونز
4521,321,214,,Kaveh,87,,5.5,عاكس برونز
3179,321,214,20,Sphinx,87,,5.5,عاكس برونز
505,321,214,22,Sphinx,87,,5.5,عاكس برونز
4522,321,214,23,Kaveh,87,,5.5,عاكس برونز
3399,330,214,,Qingdao Shining,87,,5.5,عاكس برونز
1730,330,214,,Shandjing,87,,5.5,عاكس برونز
1729,330,214,,RIDER,87,,5.5,عاكس برونز
1728,330,214,,Golden Falcon,87,,5.5,عاكس برونز
507,330,214,28,RIDER,87,,5.5,عاكس برونز
3398,330,214,29,Qingdao Shining,87,,5.5,عاكس برونز
506,330,214,29,Golden Falcon,87,,5.5,عاكس برونز
1731,321,215,,SISECAM,87,,5.5,عاكس برونز
509,321,215,24,SISECAM,87,,5.5,عاكس برونز
1732,321,225,,Sphinx,87,,5.5,عاكس برونز
1733,321,225,,SISECAM,87,,5.5,عاكس برونز
510,321,225,21,Sphinx,87,,5.5,عاكس برونز
511,321,225,23,SISECAM,87,,5.5,عاكس برونز
1734,330,225,,Golden Falcon,87,,5.5,عاكس برونز
4683,330,225,,RIDER,87,,5.5,عاكس برونز
512,330,225,27,Golden Falcon,87,,5.5,عاكس برونز
4684,330,225,27,RIDER,87,,5.5,عاكس برونز
4633,,,,,87,,6,عاكس برونز
4613,321,214,,SISECAM,87,,6,عاكس برونز
4614,321,214,25,SISECAM,88,,6,عاكس برونز
4610,321,225,,SISECAM,88,,6,عاكس برونز
4611,321,225,22,SISECAM,88,,6,عاكس برونز
2680,,,,,88,,8,عاكس برونز
4893,330,214,,Bangmei,88,,8,عاكس برونز
4894,330,214,19,Bangmei,89,,8,عاكس برونز
1737,321,225,,SISECAM,89,,8,عاكس برونز
515,321,225,16,SISECAM,89,,8,عاكس برونز
1738,321,255,,SISECAM,89,,8,عاكس برونز
516,321,255,14,SISECAM,89,,8,عاكس برونز
2681,,,,,89,,10,عاكس برونز
1739,321,225,,SISECAM,89,,10,عاكس برونز
5082,321,225,,EFG,90,,10,عاكس برونز
5083,321,225,11,EFG,90,,10,عاكس برونز
517,321,225,13,SISECAM,90,,10,عاكس برونز
2682,,,,,90,,5.5,عاكس برونز
1740,330,214,,Sphinx,90,,5.5,عاكس برونز
518,330,214,22,Sphinx,91,,5.5,عاكس اخضر فاتح
1741,330,225,,Sphinx,91,,5.5,عاكس اخضر فاتح
519,330,225,21,Sphinx,91,,5.5,عاكس اخضر فاتح
2683,,,,,91,,6,عاكس اخضر فاتح
1742,321,225,,SISECAM,91,,6,عاكس اخضر فاتح
3674,321,225,22,SISECAM,92,,6,عاكس اخضر فاتح
520,321,225,23,SISECAM,92,,6,عاكس اخضر فاتح
2684,,,,,92,,8,عاكس اخضر فاتح
1743,330,214,,,92,,8,عاكس اخضر فاتح
521,330,214,19,,93,,8,عاكس اخضر
1744,321,225,,SISECAM,93,,8,عاكس اخضر
522,321,225,16,SISECAM,93,,8,عاكس اخضر
3301,321,225,18,SISECAM,93,,8,عاكس اخضر
2686,,,,,93,,4,عاكس اخضر
1745,214,153,,,93,,4,عاكس اخضر
523,214,153,75,,94,,4,عاكس اخضر غامق
1746,214,165,,RIDER,94,,4,عاكس اخضر غامق
524,214,165,63,RIDER,94,,4,عاكس اخضر غامق
2690,,,,,94,,5,عاكس اخضر غامق
5123,,,,RIDER,94,,5.3,عاكس اخضر غامق
5171,330,214,,Globalstar,95,,5.3,عاكس اخضر غامق
5172,330,214,29,Globalstar,97,,5.3,عاكس اخضر غامق
5121,366,214,,RIDER,97,,5.3,عاكس اخضر غامق
5122,366,214,26,RIDER,97,,5.3,عاكس اخضر غامق
2689,,,,,97,,5.5,عاكس اخضر غامق
3368,165,214,,FALCON,97,,5.5,عاكس اخضر غامق
3372,165,214,46,FALCON,98,,5.5,عاكس اخضر غامق
1748,330,214,,CHINA,98,,5.5,عاكس اخضر غامق
1747,330,214,,Golden Falcon,98,,5.5,عاكس اخضر غامق
4891,330,214,,Bangmei,98,,5.5,عاكس اخضر غامق
4647,330,214,,RIDER,98,,5.5,عاكس اخضر غامق
526,330,214,28,CHINA,98,,5.5,عاكس اخضر غامق
525,330,214,29,Golden Falcon,98,,5.5,عاكس اخضر غامق
4892,330,214,29,Bangmei,98,,5.5,عاكس اخضر غامق
4648,330,214,29,RIDER,98,,5.5,عاكس اخضر غامق
4448,366,214,,RIDER,98,,5.5,عاكس اخضر غامق
4449,366,214,25,RIDER,98,,5.5,عاكس اخضر غامق
1750,330,225,,,98,,5.5,عاكس اخضر غامق
1751,330,225,,Golden Falcon,98,,5.5,عاكس اخضر غامق
527,330,225,26,,98,,5.5,عاكس اخضر غامق
529,330,225,27,Golden Falcon,98,,5.5,عاكس اخضر غامق
528,330,225,27,,98,,5.5,عاكس اخضر غامق
2691,,,,,98,,5.5,عاكس اخضر غامق
1752,330,214,,Golden Falcon,98,,5.5,عاكس اخضر غامق
530,330,214,26,Golden Falcon,99,,5.5,عاكس ازرق فاتح
1753,321,225,,SISECAM,99,,5.5,عاكس ازرق فاتح
531,321,225,24,SISECAM,99,,5.5,عاكس ازرق فاتح
2962,330,225,,Golden Falcon,99,,5.5,عاكس ازرق فاتح
2963,330,225,24,Golden Falcon,99,,5.5,عاكس ازرق فاتح
532,330,225,26,Golden Falcon,99,,5.5,عاكس ازرق فاتح
2693,,,,,99,,6,عاكس ازرق فاتح
1755,321,225,,SISECAM,99,,6,عاكس ازرق فاتح
533,321,225,22,SISECAM,100,,6,عاكس ازرق فاتح
2695,,,,,100,,8,عاكس ازرق فاتح
2905,321,225,,SISECAM,100,,8,عاكس ازرق فاتح
2904,321,225,16,SISECAM,101,,8,عاكس ازرق فاتح
1756,330,225,,,101,,8,عاكس ازرق فاتح
1757,321,255,,SISECAM,101,,8,عاكس ازرق فاتح
535,321,255,14,SISECAM,101,,8,عاكس ازرق فاتح
2696,,,,,101,,5,عاكس ازرق فاتح
4375,330,214,,RS Nigeria,101,,5,عاكس ازرق فاتح
4376,330,214,30,RS Nigeria,102,,5,عاكس ازرق غامق
4431,,,,,102,,5.3,عاكس ازرق غامق
4377,330,214,,RS Nigeria,102,,5.3,عاكس ازرق غامق
5165,330,214,,Blue Star (Majed),104,,5.3,عاكس ازرق غامق
4378,330,214,28,RS Nigeria,104,,5.3,عاكس ازرق غامق
5166,330,214,29,Blue Star (Majed),104,,5.3,عاكس ازرق غامق
2698,,,,,104,,5.5,عاكس ازرق غامق
1759,330,214,,Golden Falcon,104,,5.5,عاكس ازرق غامق
1760,330,214,,RIDER,105,,5.5,عاكس ازرق غامق
4886,330,214,,Bangmei,105,,5.5,عاكس ازرق غامق
536,330,214,27,Golden Falcon,105,,5.5,عاكس ازرق غامق
538,330,214,28,RIDER,105,,5.5,عاكس ازرق غامق
537,330,214,29,Golden Falcon,105,,5.5,عاكس ازرق غامق
3642,330,214,29,RIDER,105,,5.5,عاكس ازرق غامق
4887,330,214,29,Bangmei,105,,5.5,عاكس ازرق غامق
1761,330,225,,,105,,5.5,عاكس ازرق غامق
539,330,225,28,,105,,5.5,عاكس ازرق غامق
4988,330,214,,RIDER,105,,6,عاكس ازرق غامق
4989,330,214,25,RIDER,105,,6,عاكس ازرق غامق
2678,,,,,106,,6,عاكس ازرق غامق
3226,330,214,,CHINA,106,,6,عاكس ازرق غامق
2964,330,214,25,CHINA,107,,6,عاكس زهر
1736,330,225,,CHINA,107,,6,عاكس زهر
514,330,225,25,CHINA,107,,6,عاكس زهر
2679,,,,,107,,6,عاكس زهر
1735,321,225,,SISECAM,107,,6,عاكس زهر
4934,321,225,,Sphinx,108,,6,عاكسSuperSilver
4935,321,225,19,Sphinx,108,,6,عاكسSuperSilver
513,321,225,22,SISECAM,108,,6,عاكسSuperSilver
2699,,,,,108,,6,عاكسSuperSilver
1764,321,225,,AGC,108,,6,عاكسSuperSilver
3461,321,225,20,AGC,109,,6,LOW-E
541,321,225,21,AGC,109,,6,LOW-E
542,321,225,22,AGC,109,,6,LOW-E
1765,321,244,,AGC,109,,6,LOW-E
543,321,244,17,AGC,109,,6,LOW-E
1766,321,255,,AGC,109,,6,LOW-E
544,321,255,19,AGC,109,,6,LOW-E
2700,,,,,109,,6,LOW-E
3067,321,225,,Obeikan,109,,6,LOW-E
1762,321,225,,Guardian,112,,6,LOW-E N70
4995,321,225,,SISECAM,112,,6,LOW-E
3548,321,225,10,Guardian,112,,6,LOW-E N70
540,321,225,19,Guardian,112,,6,LOW-E N71
3559,321,225,20,Guardian,112,,6,LOW-E N70
3069,321,225,21,Obeikan,112,,6,LOW-E N70
4996,321,225,21,SISECAM,112,,6,LOW-E N70
3634,321,225,26,Guardian,112,,6,LOW-E
3066,321,255,,Obeikan,112,,6,LOW-E N71
3400,321,255,,Guardian,112,,6,LOW-E N70
3401,321,255,16,Guardian,112,,6,LOW-E
3538,321,255,17,Guardian,112,,6,LOW-E N70
3068,321,255,18,Obeikan,112,,6,LOW-E N70
3675,321,255,22,Guardian,112,,6,LOW-E N70
2701,,,,,112,,8,LOW-E
2702,,,,,112,,8,LOW-E N70
3073,321,225,,Obeikan,113,,8,LOW-E
1767,321,225,,Guardian,115,,8,LOW-E N70
545,321,225,14,Guardian,115,,8,LOW-E
3560,321,225,15,Guardian,115,,8,LOW-E N70
3071,321,225,17,Obeikan,115,,8,LOW-E N70
4300,321,225,19,Guardian,115,,8,LOW-E N70
1768,321,244,,Guardian,115,,8,LOW-E
3074,321,255,,Obeikan,115,,8,LOW-E N70
2907,321,255,,Guardian,115,,8,LOW-E N70
2906,321,255,12,Guardian,115,,8,LOW-E
3561,321,255,13,Guardian,115,,8,LOW-E N70
3072,321,255,14,Obeikan,115,,8,LOW-E N70
3597,321,255,14,Guardian,115,,8,LOW-E N70
3676,321,255,17,Guardian,115,,8,LOW-E
2703,,,,Guardian,115,,10,LOW-E N70
1769,321,225,,Guardian,115,,10,LOW-E N70
547,321,225,12,Guardian,117,,10,عاكس LOW-E
4818,,,,,117,,5.5,LOW-E N70
4492,250,200,,SISECAM,117,,5.5,LOW-E N70
4491,250,200,29,SISECAM,118,,5.5,مشرط ابيض
2591,,,,,118,,6,مشرط ابيض
1642,252,180,,Guardian,118,,6,مشرط ابيض
420,252,180,22,Guardian,119,,6,مشرط ابيض
4727,244,183,,Jinjing,119,,6,مشرط ابيض
4728,244,183,37,Jinjing,119,,6,مشرط ابيض
5090,254,183,,Jinjing,119,,6,مشرط ابيض
5091,254,183,28,Jinjing,119,,6,مشرط ابيض
5017,252,186,,Jinjing,119,,6,مشرط ابيض
5018,252,186,36,Jinjing,119,,6,مشرط ابيض
1643,250,188,,Guardian,119,,6,مشرط ابيض
421,250,188,30,Guardian,119,,6,مشرط ابيض
3680,250,188,32,Guardian,119,,6,مشرط ابيض
1645,225,200,,SISECAM,119,,6,مشرط ابيض
423,225,200,30,SISECAM,119,,6,مشرط ابيض
5088,244,200,,Jinjing,119,,6,مشرط ابيض
5089,244,200,35,Jinjing,119,,6,مشرط ابيض
1646,250,200,,SISECAM,119,,6,مشرط ابيض
4858,250,200,,Jinjing,119,,6,مشرط ابيض
424,250,200,21,SISECAM,119,,6,مشرط ابيض
425,250,200,26,SISECAM,119,,6,مشرط ابيض
426,250,200,27,SISECAM,119,,6,مشرط ابيض
427,250,200,29,SISECAM,119,,6,مشرط ابيض
4859,250,200,33,Jinjing,119,,6,مشرط ابيض
422,250,200,34,SISECAM,119,,6,مشرط ابيض
4336,250,202,,Cairo Glass,119,,6,مشرط ابيض
4335,250,202,29,Cairo Glass,119,,6,مشرط ابيض
4798,250,202,30,Cairo Glass,119,,6,مشرط ابيض
3270,,,,,119,,6,مشرط ابيض
1650,321,200,,SISECAM,119,,6,مشرط ابيض
428,321,200,21,SISECAM,120,,6,مشرط ابيض
2592,,,,,120,,6,مشرط ابيض
2593,,,,,120,,6,مشرط ابيض
2594,,,,,121,,6,مشرط ابيض شفاف
1651,250,188,,Guardian,122,,6,مشرط ابيض دلتا
429,250,188,30,Guardian,123,,6,مشرط اسود
5163,250,200,,King Tai,123,,6,مشرط اسود
5192,250,200,22,King Tai,123,,6,مشرط اسود
5194,250,200,32,King Tai,123,,6,مشرط اسود
5164,250,200,33,King Tai,123,,6,مشرط اسود
1652,250,202,,Cairo Glass,123,,6,مشرط اسود
430,250,202,30,Cairo Glass,123,,6,مشرط اسود
2596,,,,,123,,6,مشرط اسود
1654,250,188,,Guardian,123,,6,مشرط اسود
5176,250,188,,SIG,124,,6,مشرط برونز
5184,250,188,24,SIG,124,,6,مشرط برونز
5182,250,188,25,SIG,124,,6,مشرط برونز
5179,250,188,26,SIG,124,,6,مشرط برونز
5177,250,188,27,SIG,124,,6,مشرط برونز
5180,250,188,28,SIG,124,,6,مشرط برونز
5178,250,188,29,SIG,124,,6,مشرط برونز
432,250,188,30,Guardian,124,,6,مشرط برونز
5181,250,188,30,SIG,124,,6,مشرط برونز
5185,250,188,31,SIG,124,,6,مشرط برونز
4268,250,188,32,Guardian,124,,6,مشرط برونز
1653,250,202,,Cairo Glass,124,,6,مشرط برونز
431,250,202,29,Cairo Glass,124,,6,مشرط برونز
1655,252,204,,Saint Gobain,124,,6,مشرط برونز
433,252,204,26,Saint Gobain,124,,6,مشرط برونز
2598,,,,,124,,6,مشرط برونز
1656,250,188,,,124,,6,مشرط برونز
434,250,188,24,,125,,6,مشرط اخضر
2597,,,,,125,,6,مشرط اخضر
2595,,,,,125,,6,مشرط اخضر
2599,,,,,126,,4,مشرط ازرق
1657,216,165,,SISECAM,127,,4,مشرط عسلي
435,216,165,44,SISECAM,128,,4,برش ابيض
1658,250,200,,,128,,4,برش ابيض
436,250,200,43,,128,,4,برش ابيض
2601,,,,,128,,5.5,برش ابيض
2879,240,185,,SISECAM,128,,5.5,برش ابيض
2878,240,185,33,SISECAM,129,,5.5,برش ابيض
1661,250,200,,Cairo Glass,129,,5.5,برش ابيض
1660,250,200,,SISECAM,129,,5.5,برش ابيض
2877,250,200,,UFG,129,,5.5,برش ابيض
5161,250,200,,El Nasr,129,,5.5,برش ابيض
437,250,200,22,SISECAM,129,,5.5,برش ابيض
2876,250,200,29,UFG,129,,5.5,برش ابيض
438,250,200,30,SISECAM,129,,5.5,برش ابيض
3286,250,200,31,UFG,129,,5.5,برش ابيض
5162,250,200,32,El Nasr,129,,5.5,برش ابيض
439,250,200,33,Cairo Glass,129,,5.5,برش ابيض
4802,250,205,,Cairo Glass,129,,5.5,برش ابيض
4803,250,205,33,Cairo Glass,129,,5.5,برش ابيض
3624,250,220,,SISECAM,129,,5.5,برش ابيض
3623,250,220,24,SISECAM,129,,5.5,برش ابيض
2881,321,220,,SISECAM,129,,5.5,برش ابيض
2880,321,220,19,SISECAM,129,,5.5,برش ابيض
3622,321,220,20,SISECAM,129,,5.5,برش ابيض
2603,,,,,129,,8,برش ابيض
1665,250,200,,Qingdao Jinjing,129,,8,برش ابيض
4979,250,200,,Cairo Glass,130,,8,برش ابيض
443,250,200,22,Qingdao Jinjing,130,,8,برش ابيض
4980,250,200,23,Cairo Glass,130,,8,برش ابيض
4884,250,200,25,Qingdao Jinjing,130,,8,برش ابيض
1662,250,220,,SISECAM,130,,8,برش ابيض
440,250,220,15,SISECAM,130,,8,برش ابيض
2883,321,240,,SISECAM,130,,8,برش ابيض
2882,321,240,15,SISECAM,130,,8,برش ابيض
441,321,240,16,SISECAM,130,,8,برش ابيض
2604,,,,,130,,10,برش ابيض
4970,244,183,,Bangmei,130,,10,برش ابيض
4971,244,183,24,Bangmei,131,,10,برش ابيض
1664,250,200,,Qingdao Jinjing,131,,10,برش ابيض
5050,250,200,,Cairo Glass,131,,10,برش ابيض
442,250,200,18,Qingdao Jinjing,131,,10,برش ابيض
5051,250,200,19,Cairo Glass,131,,10,برش ابيض
2606,,,,,131,,5,برش ابيض
4653,200,150,,BANGMEI,131,,5,برش ابيض
4654,200,150,60,BANGMEI,132,,5,برش اسود
1666,244,183,,TGQingdao,132,,5,برش اسود
4972,244,183,,BANGMEI,132,,5,برش اسود
444,244,183,40,TGQingdao,132,,5,برش اسود
4973,244,183,48,BANGMEI,132,,5,برش اسود
5129,250,200,,Globalstar,132,,5,برش اسود
5130,250,200,43,Globalstar,132,,5,برش اسود
5200,,,,,132,,5.3,برش اسود
5198,250,205,,Bisheng,132,,5.3,برش اسود
5201,250,205,38,Bisheng,133,,5.3,برش اسود
5199,250,205,42,Bisheng,133,,5.3,برش اسود
2607,,,,,133,,5.5,برش اسود
1667,250,204,,Cairo Glass,133,,5.5,برش اسود
445,250,204,29,Cairo Glass,134,,5.5,برش اسود
2609,,,,,134,,5.5,برش اسود
4279,250,188,,Guardian,134,,5.5,برش اسود
5134,250,188,,UFG,135,,5.5,برش برونز
4280,250,188,32,Guardian,135,,5.5,برش برونز
5135,250,188,34,UFG,135,,5.5,برش برونز
1669,250,200,,Cairo Glass,135,,5.5,برش برونز
447,250,200,33,Cairo Glass,135,,5.5,برش برونز
